$t$ / s;$U_A1$ / V;$U_B1$ / V
221,2;-0,213;2,53
221,3;-0,123;2,53
221,4;-0,036;2,54
221,5;0,034;2,53
221,6;0,084;2,52
221,7;0,111;2,5
221,8;0,101;2,49
221,9;0,062;2,47
222;0,001;2,45
222,1;-0,082;2,44
222,2;-0,171;2,42
222,3;-0,259;2,42
222,4;-0,344;2,42
222,5;-0,408;2,43
222,6;-0,446;2,44
222,7;-0,455;2,45
222,8;-0,436;2,46
222,9;-0,391;2,48
223;-0,325;2,49
223,1;-0,234;2,5
223,2;-0,145;2,51
223,3;-0,055;2,51
223,4;0,022;2,51
223,5;0,078;2,51
223,6;0,104;2,5
223,7;0,105;2,5
223,8;0,077;2,49
223,9;0,023;2,47
224;-0,052;2,46
224,1;-0,144;2,45
224,2;-0,237;2,45
224,3;-0,324;2,45
224,4;-0,393;2,44
224,5;-0,437;2,44
224,6;-0,458;2,45
224,7;-0,446;2,45
224,8;-0,408;2,46
224,9;-0,341;2,47
225;-0,262;2,48
225,1;-0,169;2,48
225,2;-0,077;2,49
225,3;0,005;2,49
225,4;0,067;2,49
225,5;0,103;2,5
225,6;0,111;2,5
225,7;0,087;2,49
225,8;0,039;2,49
225,9;-0,032;2,49
226;-0,121;2,48
226,1;-0,215;2,48
226,2;-0,302;2,47
226,3;-0,376;2,46
226,4;-0,431;2,46
226,5;-0,456;2,45
226,6;-0,454;2,45
226,7;-0,422;2,45
226,8;-0,362;2,45
226,9;-0,286;2,45
227;-0,198;2,46
227,1;-0,103;2,46
227,2;-0,019;2,47
227,3;0,047;2,48
227,4;0,089;2,49
227,5;0,107;2,49
227,6;0,092;2,5
227,7;0,051;2,51
227,8;-0,016;2,51
227,9;-0,097;2,51
228;-0,184;2,51
228,1;-0,276;2,5
228,2;-0,354;2,49
228,3;-0,417;2,48
228,4;-0,449;2,46
228,5;-0,454;2,45
228,6;-0,429;2,44
228,7;-0,381;2,43
228,8;-0,306;2,42
228,9;-0,22;2,42
229;-0,127;2,43
229,1;-0,045;2,44
229,2;0,027;2,45
229,3;0,076;2,47
229,4;0,101;2,49
229,5;0,096;2,51
;;
